INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
OTHER,elementary,Corporate,64551,0,1,0,1.9175403226,24.626222023,1.1823864062,0,0,4.5221124336,3705
2NDFL,advanced,,,0,1,0,1.2759856631,21.076944382,1.4383561644,0,0,1.0386930159,3708
OTHER,high,,39000,0,0,,,24.583561644,0.6273972603,,,4.4219178082,3715
2NDFL,elementary,,34411,0,0,0,,24.994894827,3.2770866083,0,0,4.951059211,3721
2NDFL,advanced,,60382,0,0,,,24.943611049,0.3698405569,,,4.8807695187,3727
2NDFL,advanced,,23977,0,0,,,23.819178082,3.0876712329,,,3.701369863,3728
OTHER,elementary,Corporate,54580,0,1,0,6.9479166667,24.040983607,0.6313346807,0,0,1.9409237218,3735
OTHER,elementary,Corporate,25672,0,1,,,24.071172992,0.4656935399,,,0.2218579235,3743
OTHER,elementary,Corporate,40204,0,1,0,1.3414202509,24.847945205,1.004109589,0,0,4.7657534247,3754
OTHER,elementary,Corporate,25766,0,1,0,,24.087431694,1.0424657534,0,0,4.043715847,3759
OTHER,elementary,Corporate,44827,0,1,,,24.115068493,1.4739726027,,,3.901369863,3763
OTHER,high,Corporate,38630,0,1,1,0.4716173835,24.330601093,0.7902387903,0,0,4.2759562842,3770
OTHER,elementary,Corporate,10945,0,1,1,0.8621863799,24.344262295,1.4209072535,0,0,4.306010929,3779
2NDFL,elementary,,30515,0,0,0,1.0898521505,24.369219253,0.4020959653,0,0,4.3445617187,3787
OTHER,high,Corporate,11622,0,1,0,4.6308691756,23.420765027,2.3030990344,0,0,3.0017291713,3799
2NDFL,elementary,,,0,1,0,2.5982526882,24.081967213,1.6924994386,0,0,4.0081967213,3828
OTHER,advanced,Corporate,51240,0,1,1,0.8877912186,23.189041096,0.5142525638,0,0,1.9150684932,3842
OTHER,advanced,Corporate,25000,0,0,0,2.1532706093,24.426386706,1.2811812261,0,0,3.3414551987,3885
OTHER,advanced,Corporate,25000,0,0,0,2.1532706093,24.426386706,1.2811812261,0,0,3.3414551987,3886
OTHER,advanced,Corporate,31972,0,1,0,32.861917563,23.197260274,0.9006587319,0,0,2.3616438356,3894
OTHER,advanced,Corporate,38771,0,1,0,1.3099238351,23.513661202,1.6209072535,0,0,3.3961748634,3918
OTHER,elementary,Corporate,40391,0,1,,,23.791780822,0.1943034658,,,3.7315068493,3931
OTHER,elementary,Corporate,39317,0,1,0,8.499327957,24.457062654,3.1232876712,0,0,3.8876712329,3962
OTHER,advanced,Corporate,21786,0,1,0,0.6952508961,24.131147541,0.5027322404,0,0,3.7404371585,3971
OTHER,elementary,Corporate,59520,0,1,1,0.7351702509,24.807575417,2.073328842,0,0,4.7226439105,3978
OTHER,high,Corporate,58325,0,1,0,0.2762544803,24.453551913,2.6959652669,0,0,4.4535519126,4004
2NDFL,elementary,,,0,1,0,0.275828853,23.335811064,2.3248521596,0,0,3.3330713377,4016
2NDFL,high,,,0,1,0,0.5343189964,23.341290516,2.5166329815,0,0,3.3385507897,4022
2NDFL,high,,,0,1,0,0.5343189964,23.341290516,2.5166329815,0,0,3.3385507897,4023
OTHER,high,Corporate,33104,0,1,0,0.7354166667,24.308743169,0.1803278689,0,0,4.2950819672,4038
OTHER,high,Corporate,33104,0,1,0,0.7354166667,24.308743169,0.1803278689,0,0,4.2950819672,4039
OTHER,elementary,Corporate,35754,0,1,1,1.182952509,24.010928962,4.6430271727,0,0,3.9153005464,4053
OTHER,elementary,Corporate,41207,0,1,,,24.732539861,0.5819672131,,,1.0777453402,4056
OTHER,advanced,Corporate,22753,0,1,0,25.246908602,24.802702298,0.5369863014,1,1,4.7123287671,4071
OTHER,high,Corporate,21656,0,1,,,24.50127255,0.5395239165,,,4.3095890411,4090
OTHER,elementary,Corporate,55883,0,1,0,,24.407964668,2.503855079,0,0,4.3915263118,4098
OTHER,elementary,Corporate,50730,0,1,1,0.3451388889,24.461748634,2.6145744442,0,0,4.3961748634,4099
OTHER,advanced,Corporate,24000,0,0,0,1.0816084229,23.208593458,0.4945355191,0,0,3.1784564713,4124
2NDFL,elementary,,36790,0,0,,,23.068493151,1.0979414627,,,2.9726027397,4149
2NDFL,elementary,,12525,0,0,0,,23.065753425,0.5609551613,1,1,2.7616438356,4172
OTHER,elementary,Corporate,52862,0,1,1,0.5746639785,24.610771764,0.9987499064,1,2,4.4849315068,4182
OTHER,advanced,Corporate,37010,0,1,0,,23.636612022,2.2074107343,0,0,3.4945355191,4192
OTHER,high,Corporate,38284,0,1,0,0.8606182796,23.356164384,2.4794520548,0,0,3.002739726,4196
2NDFL,elementary,,13923,0,0,,,24.389041096,2.1452054795,,,4.1616438356,4215
2NDFL,elementary,,118517,0,0,,,23.595628415,0.4044688974,,,3.4316939891,4227
OTHER,advanced,Corporate,15723,0,1,1,0.4674731183,23.461142301,1.4173066846,0,0,2.7652518901,4228
2NDFL,elementary,,31030,0,0,0,1.2401209677,24.590478329,2.3424657534,0,0,4.4675275095,4244
2NDFL,elementary,,33327,0,0,0,4.1813172043,24.964937495,2.0498690022,0,0,4.8087731118,4259
2NDFL,high,,37117,0,0,,,23.819178082,3.5123287671,,,1.0011677521,4270
OTHER,elementary,Corporate,33033,0,1,0,10.34202509,24.543715847,0.325136612,0,0,4.4754098361,4291
OTHER,advanced,Corporate,19345,0,1,1,0.5375224014,23.100928213,0.6296953365,0,0,2.183119994,4301
OTHER,elementary,Corporate,46347,0,1,0,1.3495743728,24.606677146,2.0505127629,0,0,2.9354442698,4330
OTHER,elementary,Corporate,54656,0,1,1,8.7922043011,24.213451606,0.2572872221,,,4.144958455,4338
OTHER,high,,90000,0,0,1,0.5361111111,24.030054645,1.0411707463,0,0,3.4987049929,4362
OTHER,elementary,Corporate,72276,0,1,1,-0.309520609,23.547945205,2.0109589041,1,1,3.5342465753,4380
OTHER,advanced,Corporate,32141,0,1,,,24.657010255,0.5504528782,,,4.3698630137,4396
OTHER,elementary,Corporate,68680,0,1,,,24.577573172,1.7150684932,,,4.5639119695,4416
OTHER,elementary,Corporate,44964,0,1,,,24.683060109,1.6171569728,,,4.6338797814,4422
OTHER,elementary,Corporate,39031,0,1,1,0.9267249104,23.187499064,0.5792798862,0,0,2.5354442698,4423
2NDFL,elementary,,28034,0,0,,,24.073770492,0.3989071038,,,4,4427
2NDFL,high,,,0,0,,,22.726027397,0.802739726,,,2.5890410959,4436
2NDFL,elementary,,19553,0,0,,,23.879452055,1.7534246575,,,3.8164383562,4439
OTHER,elementary,Corporate,34920,0,1,1,0.8910170251,23.327868852,0.5068118871,0,0,3.1693989071,4461
OTHER,elementary,Corporate,65644,0,1,,,23.547945205,1.4876712329,,,3.4904109589,4467
OTHER,elementary,,48000,0,0,,,24.469945355,0.7131147541,,,2.4717868104,4471
OTHER,advanced,,24008,0,0,1,0.6645385305,23.321917808,3.8333333333,0,0,3.2698630137,4481
OTHER,elementary,,35000,0,0,,,24.759622726,0.3825136612,,,4.1612021858,4496
OTHER,elementary,Corporate,13500,0,1,,,23.322277117,0.7880305412,,,2.2400853357,4516
OTHER,elementary,Corporate,46878,0,1,1,0.5008064516,24.882513661,1.81103376,0,0,4.2868852459,4520
2NDFL,advanced,,,0,1,,,22.287671233,1.1102777154,,,2.2109589041,4533
OTHER,high,,35000,0,0,0,0.4422491039,23.822404372,0.2899693091,0,0,2.6598323228,4539
OTHER,high,Corporate,27039,0,1,0,-0.717607527,24.454794521,0.3561643836,1,1,4.4164383562,4567
OTHER,elementary,Corporate,41368,0,1,1,0.5680331541,23.997260274,3.7534246575,1,1,0.8565611198,4573
OTHER,elementary,Corporate,52208,0,1,0,,23.100718617,1.6459240961,,,3.0651021783,4620
OTHER,advanced,,27660,0,0,1,0.6272625448,24.163934426,1.7246575342,0,0,3.1520547945,4634
OTHER,elementary,Corporate,16150,0,1,,,23.409836066,4.8346058837,,,3.1003593083,4641
2NDFL,elementary,,20791,0,0,,,24.744239838,2.3643835616,,,1.7452054795,4643
OTHER,elementary,Corporate,21821,0,1,0,1.8315188172,24.971592185,2.9880305412,0,0,4.9441949248,4654
2NDFL,elementary,,23251,0,0,,,23.728767123,2.2383561644,,,3.6383561644,4675
2NDFL,advanced,Corporate,29477,0,1,1,0.8853942652,23.816939891,0.7907627816,0,1,3.7978142077,4676
OTHER,advanced,Corporate,28644,0,1,1,0.791061828,24.385245902,2.2501908826,0,0,4.3551912568,4684
2NDFL,elementary,,10605,0,0,0,,24.735287072,1.3780821918,0,0,3.5643835616,4686
OTHER,elementary,Corporate,29861,0,1,,,24.521917808,0.325136612,,,4.4644808743,4691
2NDFL,elementary,,21870,0,0,0,9.0523521505,24.256830601,0.6530054645,1,1,4.2322404372,4699
2NDFL,elementary,,24603,0,0,,,24.380821918,1.7616438356,,,4.295890411,4719
OTHER,elementary,Corporate,175000,0,0,1,0.2507840502,24.355191257,1.4289617486,0,0,4.237704918,4720
OTHER,advanced,Corporate,23083,0,1,0,,24.470791227,1.6105172543,,,4.4406542406,4750
2NDFL,elementary,,65359,0,0,1,1.0566084229,24.032876712,0.9065274347,1,1,3.4630136986,4757
OTHER,elementary,Corporate,100000,0,1,1,0.6294802867,24.62568306,0.9426229508,1,1,4.5601092896,4776
OTHER,elementary,Corporate,18000,0,1,0,5.8281137993,24.344853657,2.1945205479,0,0,4.2820121267,4779
OTHER,elementary,Corporate,28066,0,1,,,24.620218579,0.5327868852,,,0.0300546448,4802
OTHER,high,Corporate,22584,0,1,,,24.991339172,0.3201062954,,,2.3146268433,4804
OTHER,elementary,Corporate,36871,0,1,,,24.224403024,0.6791975447,,,4.0191256831,4815
OTHER,elementary,Corporate,80460,0,1,,,24.02739726,1.1102777154,,,3.9369863014,4818
OTHER,elementary,Corporate,18270,0,1,,,24.790785238,0.9273972603,,,4.7033535444,4824
OTHER,elementary,,45000,0,0,0,1.1190188172,24.404685979,2.3671232877,1,1,0.1314619358,4863
OTHER,advanced,Corporate,31692,0,1,1,0.6044130824,23.131506849,2.4849315068,0,0,2.9863013699,4870
2NDFL,elementary,,,0,1,,,23.290410959,1.127165207,,,0.0410958904,4882
OTHER,advanced,Corporate,32938,0,1,1,0.6995295699,23.836065574,0.4782768171,0,0,3.5191256831,4903
OTHER,advanced,Corporate,32938,0,1,1,0.6995295699,23.836065574,0.4782768171,0,0,3.5191256831,4904
OTHER,elementary,Corporate,20077,0,1,,,23.841530055,0.2295081967,,,3.5382513661,4905
OTHER,elementary,Corporate,36612,0,1,0,,23.218002845,0.5029343514,0,0,3.1467699678,4913
OTHER,elementary,Corporate,67208,0,1,0,10.958243728,24.673725578,3.3852459016,0,0,4.6572872221,4928
2NDFL,advanced,,16491,0,0,0,3.6995967742,24.202185792,5.1609925893,0,0,4.174863388,4935
OTHER,elementary,Corporate,39542,0,1,2,0.4389560932,24.97178681,0.5142525638,0,0,4.8649374953,4951
OTHER,elementary,Corporate,39542,0,1,2,0.4389560932,24.97178681,0.5142525638,0,0,4.8649374953,4952
OTHER,elementary,Corporate,84682,0,1,,,23.016438356,0.8612470993,,,3.0054794521,4966
OTHER,elementary,Corporate,124772,0,1,,,23.939726027,1.397260274,,,3.8821917808,4969
OTHER,elementary,Corporate,40364,0,1,,,24.120293435,1.5970057639,,,4.1120742571,5006
OTHER,advanced,Corporate,28994,0,1,,,23.663934426,1.9739726027,,,3.6174863388,5016
OTHER,elementary,Corporate,47812,0,0,1,0.4423835125,24.175342466,2.6164383562,1,1,4.0876712329,5018
2NDFL,elementary,,32625,0,0,0,,24.112328767,0.4876113482,1,1,4.0136986301,5028
OTHER,beginner,Corporate,36880,0,1,0,,23.956284153,1.2169922898,0,0,3.627951194,5041
2NDFL,advanced,,17764,0,0,1,1,23.387978142,0.7169922898,0,0,3.1498690022,5054
OTHER,elementary,Corporate,80498,0,1,0,2.9563844086,24.958252863,0.6541432742,0,0,3.7131147541,5117
2NDFL,elementary,,18134,0,0,0,0.3116487455,24.93069092,2.1498690022,0,0,4.8265813309,5146
2NDFL,elementary,,68209,0,0,2,0.2144713262,24.629889962,0.8929036605,0,0,4.5011228385,5159
2NDFL,elementary,,68209,0,0,2,0.2144713262,24.629889962,0.8929036605,0,0,4.5011228385,5160
OTHER,elementary,,35000,0,0,,,23.24109589,2.6794520548,,,3.1780821918,5167
OTHER,elementary,Corporate,37234,0,1,,,24.594378322,3.8,,,1.9753424658,5168
2NDFL,elementary,,36843,0,0,0,10.928382616,23.860655738,0.2295081967,1,1,3.7704918033,5195
OTHER,elementary,Corporate,33376,0,1,,,23.97260274,1.1760311401,,,3.8849315068,5202
2NDFL,elementary,,13205,0,0,,,24.508196721,2.0247323901,,,1.2493899244,5215
OTHER,advanced,Corporate,38096,0,1,1,0.4061827957,23.701444719,0.4617486339,0,0,3.6713077326,5216
OTHER,elementary,Corporate,21746,0,1,1,0.5709453405,24.440279961,0.5142525638,0,0,1.4594580433,5263
OTHER,elementary,Corporate,21746,0,1,1,0.5709453405,24.440279961,0.5142525638,0,0,1.4594580433,5264
2NDFL,elementary,,54375,0,0,,,24.592896175,0.5,,,4.4781420765,5280
2NDFL,elementary,,,0,1,1,0.629233871,23.363387978,1.6737180927,0,0,3.2923497268,5334
OTHER,elementary,Corporate,34549,0,1,,,23.047945205,1.8342465753,,,2.9383561644,5342
OTHER,elementary,Corporate,61200,0,1,,,24.632225466,3.6557377049,,,4.4979788906,5350
2NDFL,beginner,VIP,64201,0,0,,,24.554644809,0.4098360656,,,4.4699453552,5368
OTHER,elementary,Corporate,36258,0,1,0,1.2194892473,23.873972603,1.9753424658,0,0,3.7917808219,5388
OTHER,elementary,Corporate,25070,0,1,0,1350,24.221311475,2.4726027397,1,1,4.1147540984,5400
OTHER,advanced,Corporate,37653,0,1,,,24.210382514,0.5683060109,,,4.1338797814,5402
OTHER,elementary,Corporate,35470,0,1,,,23.375342466,2.4739726027,,,3.3342465753,5403
OTHER,beginner,Corporate,24189,0,1,,,24.767924246,0.5548094917,,,4.4865034808,5414
2NDFL,elementary,,36540,0,0,,,23.658469945,0.9739726027,,,3.4205479452,5437
OTHER,advanced,Corporate,50238,0,1,,,23.978142077,2.4255258627,,,1.2227861367,5448
OTHER,elementary,Corporate,46161,0,1,0,0.3806899642,23.786885246,4.1557377049,0,0,3.7021857923,5450
OTHER,elementary,Corporate,72300,0,1,,,24.716011678,0.2597275245,,,1.0849315068,5461
2NDFL,elementary,,,0,1,,,23.023115503,0.3606557377,,,2.4888689273,5478
OTHER,elementary,Corporate,33374,0,1,1,1.1808243728,23.715846995,0.7164383562,0,0,3.3438356164,5482
2NDFL,elementary,,10093,0,0,,,24.344262295,2.2664720413,,,0.174863388,5505
OTHER,elementary,,50000,0,0,,,24.883584101,0.104109589,,,4.6950595104,5527
OTHER,elementary,Corporate,12203,0,1,0,2.5038306452,24.872026349,0.5851411034,1,1,4.6206602291,5530
OTHER,advanced,Corporate,20000,0,1,,,24.899685605,0.3040571899,,,1.0526910697,5531
2NDFL,elementary,,,0,1,1,0.8003584229,22.455513137,1.4253761509,0,0,2.4144172468,5532
2NDFL,elementary,,,0,1,1,0.8003584229,22.455513137,1.4253761509,0,0,2.4144172468,5533
OTHER,advanced,Corporate,33500,0,1,1,0.3061379928,24.713893255,4.1753424658,4,4,4.6455872446,5535
OTHER,elementary,Corporate,24123,0,1,,,23.339726027,0.5825585747,,,3.1287671233,5564
OTHER,elementary,Corporate,53946,0,1,,,23.969945355,0.6810165432,,,3.8114754098,5615
OTHER,advanced,Corporate,33644,0,1,0,9.4741487455,23.03734561,1.6209072535,0,0,2.9743319111,5668
OTHER,advanced,Corporate,39689,0,1,1,1.1779121864,23.442622951,1.632060783,2,2,2.4046635227,5678
OTHER,elementary,Corporate,41984,0,0,,,23.860273973,4.0054794521,,,2.3123287671,5685
2NDFL,elementary,,10358,0,0,0,1358.6355287,23.928767123,0.5251815256,0,0,3.6876712329,5708
OTHER,elementary,Corporate,110499,0,1,,,23.778082192,0.2767123288,,,3.7452054795,5730
OTHER,elementary,,50000,0,0,0,,23.896174863,3.1061980687,0,1,3.8306010929,5737
2NDFL,beginner,,,0,1,1,0.701859319,23.019178082,3.0575342466,0,0,2.9698630137,5747
2NDFL,beginner,,,0,1,1,0.701859319,23.019178082,3.0575342466,0,0,2.9698630137,5748
2NDFL,beginner,,,0,1,1,0.701859319,23.019178082,3.0575342466,0,0,2.9698630137,5749
2NDFL,beginner,,,0,1,1,0.701859319,23.019178082,3.0575342466,0,0,2.9698630137,5750
OTHER,advanced,,40000,0,0,0,0.3115143369,23.374167228,0.2267759563,0,0,3.3138932555,5800
OTHER,elementary,Corporate,49863,0,0,,,24.783561644,2.7808219178,,,4.7287671233,5819
OTHER,advanced,Corporate,27219,0,1,,,24.520196122,3.6,,,4.2575342466,5841
OTHER,elementary,,25000,0,0,1,0.5338933692,24.207650273,1.8036080545,0,0,4.1612021858,5862
2NDFL,elementary,,55689,0,0,1,0.7961469534,24.711512838,1.7142525638,1,1,4.6019237967,5866
OTHER,elementary,Corporate,77997,0,1,,,24.635047533,2.704109589,,,4.104109589,5890
OTHER,elementary,Corporate,39134,0,1,,,24.052054795,2.2,,,0.6403323602,5891
OTHER,elementary,,81203,0,0,0,4.380062724,23.775342466,2.2821917808,2,2,3.7589041096,5893
OTHER,elementary,Corporate,78584,0,1,,,24.968201213,3.2767123288,,,4.9135564039,5899
OTHER,advanced,Corporate,30000,0,1,0,1.1185483871,24.450819672,1.2534246575,0,0,4,5904
OTHER,elementary,Corporate,38304,0,1,,,24.779968561,0.5149412381,,,4.71439479,5912
2NDFL,elementary,,14227,0,0,,,23.385245902,0.4647353844,,,3.2729545625,5917
2NDFL,elementary,,45237,0,0,,,24.779676623,0.8807695187,,,4.7059061307,5929
OTHER,elementary,Corporate,40584,0,1,0,2.348140681,24.090328617,1.095890411,0,0,4,5968
OTHER,elementary,Corporate,59053,0,1,0,11,24.087671233,0.5149337525,1,1,4.0410958904,6003
2NDFL,elementary,,101218,0,0,1,0.2520609319,24.727090351,1.6191780822,0,0,4.6943034658,6019
2NDFL,elementary,,27497,0,0,,,24.524657534,0.7273972603,,,2.2780821918,6031
2NDFL,elementary,,26100,0,0,,,23.726027397,2.0931506849,,,3.6493150685,6032
2NDFL,elementary,,,0,1,,,22.13379744,3.306010929,,,2.1091399057,6067
OTHER,advanced,Corporate,39166,0,1,,,24.093150685,0.3556329067,,,3.2219178082,6071
OTHER,elementary,,35000,0,0,,,23.215263118,1.8234822966,,,3.1467699678,6081
2NDFL,elementary,Corporate,97611,0,1,1,0.5972894265,24.199453552,4.0737704918,0,0,4.1612021858,6095
2NDFL,beginner,,,0,1,1,0.3812948029,24.71045737,1.5433340819,0,0,4.6256830601,6158
2NDFL,beginner,,,0,1,1,0.3812948029,24.71045737,1.5433340819,0,0,4.6256830601,6159
OTHER,elementary,Corporate,42847,0,1,0,1364.3170699,24.446575342,1.0510741822,1,1,4.0630136986,6164
OTHER,advanced,Corporate,28389,0,1,0,,24.869301594,0.3856950371,0,1,1.9780821918,6170
2NDFL,high,,34913,0,0,1,2.1542786738,24.229687851,0.6543453851,0,0,4.0846994536,6214
OTHER,high,Corporate,25680,0,1,,,23.210958904,1.2995658358,,,2.5863013699,6245
OTHER,elementary,Corporate,34385,0,1,0,0.6965277778,23.494176211,1.1982857998,0,0,3.3462310053,6254
OTHER,elementary,Corporate,34385,0,1,0,0.6965277778,23.494176211,1.1982857998,0,0,3.3462310053,6255
OTHER,advanced,Corporate,22053,0,1,1,0.5994623656,23.794520548,5.6273972603,0,0,3.7123287671,6273
2NDFL,high,,,0,1,1,0.3787858423,21.57895052,1.5789505202,0,0,1.3625121641,6277
2NDFL,advanced,,38963,0,0,,,24.664937495,1.2704169474,,,0.2295081967,6295
OTHER,advanced,Corporate,32617,0,1,,,24.514828954,0.506632233,,,3.4767123288,6303
OTHER,advanced,Corporate,15780,0,1,0,8.8896057348,23.014724156,1.3462310053,0,0,2.2339022382,6305
OTHER,elementary,Corporate,48453,0,1,,,23.64109589,0.9251141553,,,3.5369863014,6308
OTHER,beginner,,45000,0,0,0,0.7628360215,24.409836066,0.6366120219,0,0,4.2021857923,6313
2NDFL,elementary,,32815,0,0,,,24.943019687,3.3841155775,,,1.0032936597,6355
OTHER,elementary,Corporate,20946,0,1,,,23.918032787,1.2937046186,,,3.4608279063,6368
OTHER,advanced,Corporate,21248,0,1,,,24.06284153,0.2923497268,,,4.0327868852,6376
OTHER,advanced,Corporate,44407,0,1,,,23.129313571,0.5409836066,,,1.39232727,6377
OTHER,elementary,Corporate,36514,0,1,1,0.2834005376,23.131881129,1.1866756494,0,0,3.1209222247,6378
2NDFL,elementary,,57871,0,0,,,23.846994536,1.9937046186,,,3.7759562842,6381
2NDFL,elementary,Corporate,24199,0,1,,,23.56557377,0.9712328767,,,3.4369863014,6383
2NDFL,advanced,,26409,0,0,1,1.1446460573,24.430136986,4.0328767123,1,1,4.0520547945,6388
2NDFL,elementary,,43176,0,0,1,0.7644489247,24.927599371,1.6273972603,1,2,4.8237742346,6392
OTHER,elementary,,35000,0,0,,,24.949165357,4.6704768321,,,4.7551762857,6399
OTHER,advanced,Corporate,30003,0,1,,,23.235616438,1.5021633356,,,2.797260274,6402
2NDFL,high,,,0,0,0,0.7007168459,21.129321057,0.5464480874,0,0,1.036170372,6406
OTHER,elementary,Corporate,15743,0,1,,,24.043715847,0.4872220975,,,3.9480874317,6410
OTHER,elementary,Corporate,52200,0,1,,,24.480874317,0.5819672131,,,2.0745190508,6422
OTHER,elementary,,40000,0,0,0,0.6315636201,23.620218579,1.3770641515,0,0,3.4508196721,6424
2NDFL,elementary,,61575,0,0,,,24.306033386,0.632060783,,,0.7690470844,6440
2NDFL,advanced,,41668,0,0,1,0.4066084229,24.814379819,1.397260274,0,0,4.7761284527,6441
2NDFL,elementary,,13592,0,0,1,0.9903449821,24.205239913,1.3671232877,0,0,4.1505951044,6444
OTHER,elementary,Corporate,37578,0,1,,,23.532786885,0.2103825137,,,3.5027322404,6462
OTHER,advanced,Corporate,48802,0,1,,,24.696721311,3.2849913916,,,4.5683060109,6464
OTHER,advanced,Corporate,53999,0,1,,,23.707650273,1.655662849,,,3.5323751778,6498
2NDFL,elementary,,62737,0,0,,,24.704918033,2.0966090276,,,4.6557377049,6521
2NDFL,elementary,,24487,0,0,,,24.194520548,4.3452054795,,,4.1780821918,6544
OTHER,high,Corporate,37584,0,1,,,24.606557377,0.6693989071,,,4.4043715847,6561
OTHER,elementary,Corporate,87381,0,1,,,24.760640767,1.7095890411,,,4.7442473239,6565
OTHER,elementary,Corporate,44607,0,1,1,0.3126120072,24.284325174,2.3150684932,1,1,4.2324126057,6572
OTHER,elementary,Corporate,44607,0,1,1,0.3126120072,24.284325174,2.3150684932,1,1,4.2324126057,6573
2NDFL,elementary,,32687,0,0,0,,24.684108092,0.7471217906,0,0,4.6813683659,6613
2NDFL,elementary,,17472,0,0,,,23.263013699,1.1479452055,,,3.1479452055,6619
OTHER,elementary,,60000,0,0,0,,23.277737855,2.1297926492,0,0,3.1845871697,6636
OTHER,elementary,Corporate,79086,0,1,1,0.9190188172,24.142398383,2.2876038626,0,0,4.0793846845,6638
OTHER,elementary,Corporate,16061,0,1,0,,24.423841605,0.2103825137,0,0,4.4128827008,6643
OTHER,elementary,Corporate,52420,0,0,2,-0.918167563,24.589041096,2.7643835616,1,1,4.0301369863,6646
2NDFL,elementary,,24230,0,0,,,24.58630137,3.0410958904,,,4.5178082192,6680
2NDFL,elementary,,61289,0,0,,,24.128729695,1.1150684932,,,4,6681
OTHER,high,Corporate,41353,0,1,,,24.742465753,1.1527359832,,,4.6767123288,6698
OTHER,high,Corporate,40862,0,1,2,0.6265456989,24.524650049,0.4699453552,1,1,3.825136612,6699
OTHER,elementary,Corporate,59844,0,1,0,0.8967293907,24.590755296,0.5361104873,0,0,4.5825585747,6709
OTHER,advanced,Corporate,19692,0,1,,,24.336986301,2.8767123288,,,4.1452054795,6717
2NDFL,advanced,,18606,0,0,,,24.938348679,3.7540983607,,,4.2950819672,6718
2NDFL,beginner,,49326,0,0,1,0.8926523297,24.853237518,2.7150684932,0,0,4.8286473538,6719
2NDFL,beginner,,,0,1,0,4.6015681004,23.871232877,1.8164383562,1,1,0.3143798188,6763
